e00_teacher_acc_a,e00_teacher_acc_b,h17_teacher_acc_a,h17_teacher_acc_b,e00_student_acc_a,e00_student_acc_b,h17_student_acc_a,h17_student_acc_b,teacher_ref_b,student_ref_b
0.4436460412508317,0.6170275722932079,0.4576180971390552,0.6079623402824479,0.3865602129075183,0.5406321452589105,0.3964071856287425,0.5443981170141223,0.5913,0.6918
