model,ch,seed,fold,acc_A,f1_A,acc_B,f1_B
M02,62ch,7,7,0.6007984031936128,0.6075800798880826,0.6007984031936128,0.6075800798880826
M02,62ch,7,8,0.4754491017964072,0.48126371380356936,0.4754491017964072,0.48126371380356936
M02,62ch,7,9,0.5037924151696607,0.4803423336687419,0.5037924151696607,0.4803423336687419
M02,62ch,7,10,0.49261477045908186,0.4789562173314831,0.49261477045908186,0.4789562173314831
M02,62ch,7,11,0.2686626746506986,0.21696169789785236,0.2686626746506986,0.21696169789785236
M02,62ch,7,12,0.474251497005988,0.4534530166224755,0.474251497005988,0.4534530166224755
M02,62ch,7,13,0.41437125748502995,0.40843468339321326,0.41437125748502995,0.40843468339321326
M02,62ch,7,14,0.4738522954091816,0.472268594268906,0.4738522954091816,0.472268594268906
M02,62ch,7,15,0.6463073852295409,0.6555965860907045,0.6463073852295409,0.6555965860907045
M02,62ch,21,1,0.3445109780439122,0.3527205692501928,0.3445109780439122,0.3527205692501928
M02,62ch,21,2,0.5253493013972056,0.5135980573758528,0.5253493013972056,0.5135980573758528
M02,62ch,21,3,0.35808383233532937,0.3494544895175714,0.35808383233532937,0.3494544895175714
M02,62ch,21,4,0.5173652694610779,0.49921398164850406,0.5173652694610779,0.49921398164850406
M02,62ch,21,5,0.3532934131736527,0.3445146743153576,0.3532934131736527,0.3445146743153576
M02,62ch,21,6,0.3904191616766467,0.3940791270470758,0.3904191616766467,0.3940791270470758
M02,62ch,21,7,0.6007984031936128,0.6075800798880826,0.6007984031936128,0.6075800798880826
M02,62ch,21,8,0.4754491017964072,0.48126371380356936,0.4754491017964072,0.48126371380356936
M02,62ch,21,9,0.5037924151696607,0.4803423336687419,0.5037924151696607,0.4803423336687419
M02,62ch,21,10,0.49261477045908186,0.4789562173314831,0.49261477045908186,0.4789562173314831
M02,62ch,21,11,0.2686626746506986,0.21696169789785236,0.2686626746506986,0.21696169789785236
M02,62ch,21,12,0.474251497005988,0.4534530166224755,0.474251497005988,0.4534530166224755
M02,62ch,21,13,0.41437125748502995,0.40843468339321326,0.41437125748502995,0.40843468339321326
M02,62ch,21,14,0.4738522954091816,0.472268594268906,0.4738522954091816,0.472268594268906
M02,62ch,21,15,0.6463073852295409,0.6555965860907045,0.6463073852295409,0.6555965860907045
M02,6ch,1,1,0.4810379241516966,0.48177595830521003,0.4810379241516966,0.48177595830521003
M02,6ch,1,2,0.2962075848303393,0.2828586494579077,0.2962075848303393,0.2828586494579077
M02,6ch,1,3,0.4039920159680639,0.3910088882054049,0.4039920159680639,0.3910088882054049
M02,6ch,1,4,0.5812375249500998,0.5721492438705922,0.5812375249500998,0.5721492438705922
M02,6ch,1,5,0.41916167664670656,0.40572739333864233,0.41916167664670656,0.40572739333864233
M02,6ch,1,6,0.33812375249501,0.3477355339607784,0.33812375249501,0.3477355339607784
M02,6ch,1,7,0.5704590818363273,0.5638626857132379,0.5704590818363273,0.5638626857132379
M02,6ch,1,8,0.35768463073852297,0.3738610480407325,0.35768463073852297,0.3738610480407325
M02,6ch,1,9,0.43952095808383235,0.42465672531160414,0.43952095808383235,0.42465672531160414
M02,6ch,1,10,0.5580838323353293,0.5621924734447479,0.5580838323353293,0.5621924734447479
M02,6ch,1,11,0.2942115768463074,0.27312512385380633,0.2942115768463074,0.27312512385380633
M02,6ch,1,12,0.2958083832335329,0.2843212511225744,0.2958083832335329,0.2843212511225744
