model,ch,seed,fold,acc_A,f1_A,acc_B,f1_B
M21,62ch,21,14,0.3980039920159681,0.3809344835349649,0.48370221327967805,0.45729092494664714
M21,6ch,21,14,0.36766467065868264,0.33831328496860474,0.37746478873239436,0.3359465238214228
M23,62ch,21,14,0.3205588822355289,0.3072185693238125,0.3215291750503018,0.3105053244061758
M23,6ch,21,14,0.4223552894211577,0.40921508858660205,0.4358148893360161,0.4190639307616187
M24,62ch,21,14,0.4878243512974052,0.4770781048331182,0.4949698189134809,0.48548738870164876
M24,6ch,21,14,0.5037924151696607,0.4767752576806501,0.5311871227364185,0.5016818054765766
M21,62ch,21,15,0.47345309381237527,0.46845741548179287,0.509456740442656,0.5109438201802906
M21,6ch,21,15,0.4530938123752495,0.45159402837316137,0.566599597585513,0.5739859633218081
M23,62ch,21,15,0.49500998003992014,0.49594670936122204,0.5106639839034205,0.5142891082848535
M23,6ch,21,15,0.3273453093812375,0.3136508106033002,0.33038229376257544,0.31790476427880643
M24,62ch,21,15,0.4630738522954092,0.4512868892962645,0.45311871227364187,0.4370954174628155
M24,6ch,21,15,0.48423153692614773,0.45884708024550924,0.5501006036217304,0.5450242495026442
