context,match,path
5 | 0.3576 | 0.0678 | 0.3710 | 0.0664 | 0.3601 | 0.0679 | | M17 | EEG Conformer | 62ch | 45.000 | 0.4528 | 0.1206 | 0.4467 ,M17,results/reproduced_tables/table_5_2_deep_main.md
6 | 0.4467 | 0.1246 | 0.4594 | 0.1134 | 0.4544 | 0.1163 | | M17 | EEG Conformer | 6ch | 45.000 | 0.3527 | 0.0743 | 0.3443 |,M17,results/reproduced_tables/table_5_2_deep_main.md
3 | 0.3443 | 0.0790 | 0.3608 | 0.0740 | 0.3535 | 0.0784 | | M18 | ChanDrop Transformer | 62ch | 45.000 | 0.4303 | 0.0744 | ,M18,results/reproduced_tables/table_5_2_deep_main.md
4 | 0.4180 | 0.0802 | 0.4315 | 0.0745 | 0.4195 | 0.0800 | | M18 | ChanDrop Transformer | 6ch | 45.000 | 0.3908 | 0.0626 | 0,M18,results/reproduced_tables/table_5_2_deep_main.md
6 | 0.3828 | 0.0635 | 0.3977 | 0.0628 | 0.3905 | 0.0635 | | M19 | DANN | 62ch | 45.000 | 0.4584 | 0.1133 | 0.4547 | 0.1155 ,M19,results/reproduced_tables/table_5_2_deep_main.md
3 | 0.4547 | 0.1155 | 0.6619 | 0.0915 | 0.6543 | 0.0954 | | M19 | DANN | 6ch | 45.000 | 0.3964 | 0.0920 | 0.3863 | 0.0917 |,M19,results/reproduced_tables/table_5_2_deep_main.md
9 | 0.3979 | 0.0761 | 0.6199 | 0.0744 | 0.6114 | 0.0770 | | M21 | SimCLR | 62ch | 45.000 | 0.4114 | 0.0935 | 0.4059 | 0.095,M21,results/reproduced_tables/table_5_2_deep_main.md
5 | 0.4059 | 0.0955 | 0.5745 | 0.0848 | 0.5568 | 0.0896 | | M21 | SimCLR | 6ch | 45.000 | 0.4465 | 0.1067 | 0.4405 | 0.1092,M21,results/reproduced_tables/table_5_2_deep_main.md
8 | 0.4328 | 0.1043 | 0.6124 | 0.0928 | 0.5977 | 0.0974 | | M23 | PseudoLabel | 62ch | 45.000 | 0.4682 | 0.1153 | 0.4656 | ,M23,results/reproduced_tables/table_5_2_deep_main.md
3 | 0.4656 | 0.1168 | 0.6574 | 0.0856 | 0.6538 | 0.0854 | | M23 | PseudoLabel | 6ch | 45.000 | 0.4047 | 0.0947 | 0.3943 | 0,M23,results/reproduced_tables/table_5_2_deep_main.md
7 | 0.3943 | 0.0952 | 0.6102 | 0.0843 | 0.5999 | 0.0888 | | M24 | MixMatch | 62ch | 45.000 | 0.2853 | 0.0787 | 0.2429 | 0.0,M24,results/reproduced_tables/table_5_2_deep_main.md
7 | 0.2429 | 0.0812 | 0.5350 | 0.1018 | 0.5217 | 0.1094 | | M24 | MixMatch | 6ch | 45.000 | 0.2704 | 0.0704 | 0.2263 | 0.06,M24,results/reproduced_tables/table_5_2_deep_main.md
",f1 a mean,f1 a std,acc b mean,acc b std,f1 b mean,f1 b std M11,Shallow MLP,62ch,45.0,0.4765,0.1042,0.4739,0.1045,0.4961,0.",M11,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.4765,0.1042,0.4739,0.1045,0.4961,0.0983,0.493,0.0985 M11,Shallow MLP,6ch,45.0,0.4004,0.0875,0.3929,0.0859,0.4118,0.0",M11,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.4004,0.0875,0.3929,0.0859,0.4118,0.087,0.4049,0.0859 M12,Deep MLP,62ch,45.0,0.4787,0.1098,0.4763,0.1097,0.4921,0.102",M12,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4787,0.1098,0.4763,0.1097,0.4921,0.1023,0.4888,0.1015 M12,Deep MLP,6ch,45.0,0.3978,0.0843,0.3888,0.0844,0.4005,0.0786",M12,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.3978,0.0843,0.3888,0.0844,0.4005,0.0786,0.3955,0.0789 M13,LSTM,62ch,45.0,0.4298,0.1174,0.4197,0.128,0.4312,0.1179,0.4",M13,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.4298,0.1174,0.4197,0.128,0.4312,0.1179,0.4213,0.1284 M13,LSTM,6ch,45.0,0.384,0.0713,0.3761,0.0721,0.3847,0.0702,0.37",M13,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.384,0.0713,0.3761,0.0721,0.3847,0.0702,0.3773,0.0705 M14,GRU,62ch,45.0,0.439,0.106,0.431,0.111,0.4411,0.1055,0.4339,",M14,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"ch,45.0,0.439,0.106,0.431,0.111,0.4411,0.1055,0.4339,0.1101 M14,GRU,6ch,45.0,0.3757,0.0779,0.3688,0.0796,0.3777,0.0768,0.37",M14,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.3757,0.0779,0.3688,0.0796,0.3777,0.0768,0.3713,0.0785 M15,Conv1D,62ch,45.0,0.4303,0.1235,0.4192,0.1276,0.4455,0.1062,",M15,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.4303,0.1235,0.4192,0.1276,0.4455,0.1062,0.438,0.1101 M15,Conv1D,6ch,45.0,0.3753,0.075,0.3664,0.0784,0.3789,0.0788,0.",M15,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.3753,0.075,0.3664,0.0784,0.3789,0.0788,0.3728,0.0803 M16,Vanilla Transformer,62ch,45.0,0.4047,0.0788,0.3929,0.0822,0",M16,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4047,0.0788,0.3929,0.0822,0.4068,0.0792,0.3952,0.0825 M16,Vanilla Transformer,6ch,45.0,0.3684,0.0665,0.3576,0.0678,0.",M16,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.3684,0.0665,0.3576,0.0678,0.371,0.0664,0.3601,0.0679 M17,EEG Conformer,62ch,45.0,0.4528,0.1206,0.4467,0.1246,0.4594,",M17,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4528,0.1206,0.4467,0.1246,0.4594,0.1134,0.4544,0.1163 M17,EEG Conformer,6ch,45.0,0.3527,0.0743,0.3443,0.079,0.3608,0.",M17,results/reproduced_tables/table_5_2_deep_main.normalized.csv
",45.0,0.3527,0.0743,0.3443,0.079,0.3608,0.074,0.3535,0.0784 M18,ChanDrop Transformer,62ch,45.0,0.4303,0.0744,0.418,0.0802,0",M18,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"h,45.0,0.4303,0.0744,0.418,0.0802,0.4315,0.0745,0.4195,0.08 M18,ChanDrop Transformer,6ch,45.0,0.3908,0.0626,0.3828,0.0635,0",M18,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.3908,0.0626,0.3828,0.0635,0.3977,0.0628,0.3905,0.0635 M19,DANN,62ch,45.0,0.4584,0.1133,0.4547,0.1155,0.6619,0.0915,0.",M19,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4584,0.1133,0.4547,0.1155,0.6619,0.0915,0.6543,0.0954 M19,DANN,6ch,45.0,0.3964,0.092,0.3863,0.0917,0.5904,0.0731,0.57",M19,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.4055,0.0749,0.3979,0.0761,0.6199,0.0744,0.6114,0.077 M21,SimCLR,62ch,45.0,0.4114,0.0935,0.4059,0.0955,0.5745,0.0848,",M21,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4114,0.0935,0.4059,0.0955,0.5745,0.0848,0.5568,0.0896 M21,SimCLR,6ch,45.0,0.4465,0.1067,0.4405,0.1092,0.602,0.0972,0.",M21,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4403,0.1038,0.4328,0.1043,0.6124,0.0928,0.5977,0.0974 M23,PseudoLabel,62ch,45.0,0.4682,0.1153,0.4656,0.1168,0.6574,0.",M23,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4682,0.1153,0.4656,0.1168,0.6574,0.0856,0.6538,0.0854 M23,PseudoLabel,6ch,45.0,0.4047,0.0947,0.3943,0.0952,0.6102,0.0",M23,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"5.0,0.4047,0.0947,0.3943,0.0952,0.6102,0.0843,0.5999,0.0888 M24,MixMatch,62ch,45.0,0.2853,0.0787,0.2429,0.0812,0.535,0.1018",M24,results/reproduced_tables/table_5_2_deep_main.normalized.csv
"45.0,0.2853,0.0787,0.2429,0.0812,0.535,0.1018,0.5217,0.1094 M24,MixMatch,6ch,45.0,0.2704,0.0704,0.2263,0.0654,0.3642,0.0746",M24,results/reproduced_tables/table_5_2_deep_main.normalized.csv
 | delta acc | delta f1 | | --- | --- | --- | --- | --- | | M11 | Shallow MLP | 62ch | 0.0196 | 0.0191 | | M11 | Shallow ML,M11,results/reproduced_tables/table_5_5_proto_gain.md
-- | --- | | M11 | Shallow MLP | 62ch | 0.0196 | 0.0191 | | M11 | Shallow MLP | 6ch | 0.0114 | 0.0120 | | M12 | Deep MLP | ,M11,results/reproduced_tables/table_5_5_proto_gain.md
 | 0.0191 | | M11 | Shallow MLP | 6ch | 0.0114 | 0.0120 | | M12 | Deep MLP | 62ch | 0.0134 | 0.0125 | | M12 | Deep MLP | 6c,M12,results/reproduced_tables/table_5_5_proto_gain.md
14 | 0.0120 | | M12 | Deep MLP | 62ch | 0.0134 | 0.0125 | | M12 | Deep MLP | 6ch | 0.0028 | 0.0067 | | M13 | LSTM | 62ch | ,M12,results/reproduced_tables/table_5_5_proto_gain.md
134 | 0.0125 | | M12 | Deep MLP | 6ch | 0.0028 | 0.0067 | | M13 | LSTM | 62ch | 0.0014 | 0.0016 | | M13 | LSTM | 6ch | 6.56,M13,results/reproduced_tables/table_5_5_proto_gain.md
0.0028 | 0.0067 | | M13 | LSTM | 62ch | 0.0014 | 0.0016 | | M13 | LSTM | 6ch | 6.56e-04 | 0.0012 | | M14 | GRU | 62ch | 0.0,M13,results/reproduced_tables/table_5_5_proto_gain.md
.0014 | 0.0016 | | M13 | LSTM | 6ch | 6.56e-04 | 0.0012 | | M14 | GRU | 62ch | 0.0022 | 0.0028 | | M14 | GRU | 6ch | 0.0020,M14,results/reproduced_tables/table_5_5_proto_gain.md
.56e-04 | 0.0012 | | M14 | GRU | 62ch | 0.0022 | 0.0028 | | M14 | GRU | 6ch | 0.0020 | 0.0025 | | M15 | Conv1D | 62ch | 0.0,M14,results/reproduced_tables/table_5_5_proto_gain.md
| 0.0022 | 0.0028 | | M14 | GRU | 6ch | 0.0020 | 0.0025 | | M15 | Conv1D | 62ch | 0.0151 | 0.0187 | | M15 | Conv1D | 6ch | ,M15,results/reproduced_tables/table_5_5_proto_gain.md
0020 | 0.0025 | | M15 | Conv1D | 62ch | 0.0151 | 0.0187 | | M15 | Conv1D | 6ch | 0.0036 | 0.0064 | | M16 | Vanilla Transfor,M15,results/reproduced_tables/table_5_5_proto_gain.md
.0151 | 0.0187 | | M15 | Conv1D | 6ch | 0.0036 | 0.0064 | | M16 | Vanilla Transformer | 62ch | 0.0021 | 0.0023 | | M16 | Va,M16,results/reproduced_tables/table_5_5_proto_gain.md
 | | M16 | Vanilla Transformer | 62ch | 0.0021 | 0.0023 | | M16 | Vanilla Transformer | 6ch | 0.0025 | 0.0025 | | M17 | EEG,M16,results/reproduced_tables/table_5_5_proto_gain.md
3 | | M16 | Vanilla Transformer | 6ch | 0.0025 | 0.0025 | | M17 | EEG Conformer | 62ch | 0.0066 | 0.0077 | | M17 | EEG Conf,M17,results/reproduced_tables/table_5_5_proto_gain.md
0.0025 | | M17 | EEG Conformer | 62ch | 0.0066 | 0.0077 | | M17 | EEG Conformer | 6ch | 0.0081 | 0.0092 | | M18 | ChanDrop ,M17,results/reproduced_tables/table_5_5_proto_gain.md
 0.0077 | | M17 | EEG Conformer | 6ch | 0.0081 | 0.0092 | | M18 | ChanDrop Transformer | 62ch | 0.0012 | 0.0014 | | M18 | C,M18,results/reproduced_tables/table_5_5_proto_gain.md
| | M18 | ChanDrop Transformer | 62ch | 0.0012 | 0.0014 | | M18 | ChanDrop Transformer | 6ch | 0.0069 | 0.0076 | | M19 | DA,M18,results/reproduced_tables/table_5_5_proto_gain.md
 | | M18 | ChanDrop Transformer | 6ch | 0.0069 | 0.0076 | | M19 | DANN | 62ch | 0.2035 | 0.1995 | | M19 | DANN | 6ch | 0.19,M19,results/reproduced_tables/table_5_5_proto_gain.md
0.0069 | 0.0076 | | M19 | DANN | 62ch | 0.2035 | 0.1995 | | M19 | DANN | 6ch | 0.1940 | 0.1931 | | CLISA-EWU | CLISA | 62ch,M19,results/reproduced_tables/table_5_5_proto_gain.md
 | 0.1945 | | CLISA-EWU | CLISA | 6ch | 0.2145 | 0.2135 | | M21 | SimCLR | 62ch | 0.1631 | 0.1509 | | M21 | SimCLR | 6ch | ,M21,results/reproduced_tables/table_5_5_proto_gain.md
2145 | 0.2135 | | M21 | SimCLR | 62ch | 0.1631 | 0.1509 | | M21 | SimCLR | 6ch | 0.1555 | 0.1417 | | BYOL | BYOL | 62ch | 0,M21,results/reproduced_tables/table_5_5_proto_gain.md
0.1781 | 0.1719 | | BYOL | BYOL | 6ch | 0.1721 | 0.1649 | | M23 | PseudoLabel | 62ch | 0.1892 | 0.1882 | | M23 | PseudoLabe,M23,results/reproduced_tables/table_5_5_proto_gain.md
| 0.1649 | | M23 | PseudoLabel | 62ch | 0.1892 | 0.1882 | | M23 | PseudoLabel | 6ch | 0.2055 | 0.2055 | | M24 | MixMatch | ,M23,results/reproduced_tables/table_5_5_proto_gain.md
 | 0.1882 | | M23 | PseudoLabel | 6ch | 0.2055 | 0.2055 | | M24 | MixMatch | 62ch | 0.2497 | 0.2788 | | M24 | MixMatch | 6c,M24,results/reproduced_tables/table_5_5_proto_gain.md
55 | 0.2055 | | M24 | MixMatch | 62ch | 0.2497 | 0.2788 | | M24 | MixMatch | 6ch | 0.0939 | 0.1080 | | DANCE Teacher | DANC,M24,results/reproduced_tables/table_5_5_proto_gain.md
"model id,name,ch,delta acc,delta f1 M11,Shallow MLP,62ch,0.0196,0.0191 M11,Shallow MLP,6ch,0.0114,0",M11,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"me,ch,delta acc,delta f1 M11,Shallow MLP,62ch,0.0196,0.0191 M11,Shallow MLP,6ch,0.0114,0.012 M12,Deep MLP,62ch,0.0134,0.012",M11,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"low MLP,62ch,0.0196,0.0191 M11,Shallow MLP,6ch,0.0114,0.012 M12,Deep MLP,62ch,0.0134,0.0125 M12,Deep MLP,6ch,0.0028,0.0067 ",M12,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"hallow MLP,6ch,0.0114,0.012 M12,Deep MLP,62ch,0.0134,0.0125 M12,Deep MLP,6ch,0.0028,0.0067 M13,LSTM,62ch,0.0014,0.0016 M13,",M12,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
",Deep MLP,62ch,0.0134,0.0125 M12,Deep MLP,6ch,0.0028,0.0067 M13,LSTM,62ch,0.0014,0.0016 M13,LSTM,6ch,0.000656,0.0012 M14,GR",M13,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
" M12,Deep MLP,6ch,0.0028,0.0067 M13,LSTM,62ch,0.0014,0.0016 M13,LSTM,6ch,0.000656,0.0012 M14,GRU,62ch,0.0022,0.0028 M14,GRU",M13,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"67 M13,LSTM,62ch,0.0014,0.0016 M13,LSTM,6ch,0.000656,0.0012 M14,GRU,62ch,0.0022,0.0028 M14,GRU,6ch,0.002,0.0025 M15,Conv1D,",M14,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"016 M13,LSTM,6ch,0.000656,0.0012 M14,GRU,62ch,0.0022,0.0028 M14,GRU,6ch,0.002,0.0025 M15,Conv1D,62ch,0.0151,0.0187 M15,Conv",M14,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
",0.0012 M14,GRU,62ch,0.0022,0.0028 M14,GRU,6ch,0.002,0.0025 M15,Conv1D,62ch,0.0151,0.0187 M15,Conv1D,6ch,0.0036,0.0064 M16,",M15,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"0028 M14,GRU,6ch,0.002,0.0025 M15,Conv1D,62ch,0.0151,0.0187 M15,Conv1D,6ch,0.0036,0.0064 M16,Vanilla Transformer,62ch,0.002",M15,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
" M15,Conv1D,62ch,0.0151,0.0187 M15,Conv1D,6ch,0.0036,0.0064 M16,Vanilla Transformer,62ch,0.0021,0.0023 M16,Vanilla Transfor",M16,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"ch,0.0036,0.0064 M16,Vanilla Transformer,62ch,0.0021,0.0023 M16,Vanilla Transformer,6ch,0.0025,0.0025 M17,EEG Conformer,62c",M16,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"2ch,0.0021,0.0023 M16,Vanilla Transformer,6ch,0.0025,0.0025 M17,EEG Conformer,62ch,0.0066,0.0077 M17,EEG Conformer,6ch,0.00",M17,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"rmer,6ch,0.0025,0.0025 M17,EEG Conformer,62ch,0.0066,0.0077 M17,EEG Conformer,6ch,0.0081,0.0092 M18,ChanDrop Transformer,62",M17,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"rmer,62ch,0.0066,0.0077 M17,EEG Conformer,6ch,0.0081,0.0092 M18,ChanDrop Transformer,62ch,0.0012,0.0014 M18,ChanDrop Transf",M18,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"h,0.0081,0.0092 M18,ChanDrop Transformer,62ch,0.0012,0.0014 M18,ChanDrop Transformer,6ch,0.0069,0.0076 M19,DANN,62ch,0.2035",M18,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"ch,0.0012,0.0014 M18,ChanDrop Transformer,6ch,0.0069,0.0076 M19,DANN,62ch,0.2035,0.1995 M19,DANN,6ch,0.194,0.1931 CLISA-EWU",M19,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"p Transformer,6ch,0.0069,0.0076 M19,DANN,62ch,0.2035,0.1995 M19,DANN,6ch,0.194,0.1931 CLISA-EWU,CLISA,62ch,0.1956,0.1945 CL",M19,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
",CLISA,62ch,0.1956,0.1945 CLISA-EWU,CLISA,6ch,0.2145,0.2135 M21,SimCLR,62ch,0.1631,0.1509 M21,SimCLR,6ch,0.1555,0.1417 BYOL",M21,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"A-EWU,CLISA,6ch,0.2145,0.2135 M21,SimCLR,62ch,0.1631,0.1509 M21,SimCLR,6ch,0.1555,0.1417 BYOL,BYOL,62ch,0.1781,0.1719 BYOL,",M21,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"17 BYOL,BYOL,62ch,0.1781,0.1719 BYOL,BYOL,6ch,0.1721,0.1649 M23,PseudoLabel,62ch,0.1892,0.1882 M23,PseudoLabel,6ch,0.2055,0",M23,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"L,BYOL,6ch,0.1721,0.1649 M23,PseudoLabel,62ch,0.1892,0.1882 M23,PseudoLabel,6ch,0.2055,0.2055 M24,MixMatch,62ch,0.2497,0.27",M23,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"oLabel,62ch,0.1892,0.1882 M23,PseudoLabel,6ch,0.2055,0.2055 M24,MixMatch,62ch,0.2497,0.2788 M24,MixMatch,6ch,0.0939,0.108 D",M24,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
"eudoLabel,6ch,0.2055,0.2055 M24,MixMatch,62ch,0.2497,0.2788 M24,MixMatch,6ch,0.0939,0.108 DANCE Teacher,DANCE Teacher,62ch,",M24,results/reproduced_tables/table_5_5_proto_gain.normalized.csv
istillation | | --- | --- | --- | --- | --- | --- | --- | | M01 | LDA | 0.4047 | 0.4345 | 1.074 | classical |  | | M02 | SV,M01,results/reproduced_tables/table_5_6_channel_efficiency.md
 | | M01 | LDA | 0.4047 | 0.4345 | 1.074 | classical |  | | M02 | SVM (RBF) | 0.4763 | 0.3520 | 0.7390 | classical |  | | M,M02,results/reproduced_tables/table_5_6_channel_efficiency.md
2 | SVM (RBF) | 0.4763 | 0.3520 | 0.7390 | classical |  | | M03 | Random Forest | 0.4648 | 0.4039 | 0.8690 | classical |  |,M03,results/reproduced_tables/table_5_6_channel_efficiency.md
Random Forest | 0.4648 | 0.4039 | 0.8690 | classical |  | | M04 | k-NN | 0.3408 | 0.3040 | 0.8920 | classical |  | | M05 | ,M04,results/reproduced_tables/table_5_6_channel_efficiency.md
 | M04 | k-NN | 0.3408 | 0.3040 | 0.8920 | classical |  | | M05 | Logistic Regression | 0.4148 | 0.4257 | 1.026 | classical,M05,results/reproduced_tables/table_5_6_channel_efficiency.md
tic Regression | 0.4148 | 0.4257 | 1.026 | classical |  | | M06 | Naive Bayes | 0.3791 | 0.3759 | 0.9916 | classical |  | |,M06,results/reproduced_tables/table_5_6_channel_efficiency.md
| Naive Bayes | 0.3791 | 0.3759 | 0.9916 | classical |  | | M07 | Extra Trees | 0.4717 | 0.4076 | 0.8641 | classical |  | |,M07,results/reproduced_tables/table_5_6_channel_efficiency.md
| Extra Trees | 0.4717 | 0.4076 | 0.8641 | classical |  | | M08 | Gradient Boosting | 0.4765 | 0.4152 | 0.8714 | classical ,M08,results/reproduced_tables/table_5_6_channel_efficiency.md
ost | XGBoost | 0.4791 | 0.4089 | 0.8535 | classical |  | | M10 | MLP (sklearn) | 0.4790 | 0.3978 | 0.8305 | classical |  |,M10,results/reproduced_tables/table_5_6_channel_efficiency.md
MLP (sklearn) | 0.4790 | 0.3978 | 0.8305 | classical |  | | M11 | Shallow MLP | 0.4961 | 0.4118 | 0.8301 | deep |  | | M12 ,M11,results/reproduced_tables/table_5_6_channel_efficiency.md
 M11 | Shallow MLP | 0.4961 | 0.4118 | 0.8301 | deep |  | | M12 | Deep MLP | 0.4921 | 0.4005 | 0.8139 | deep |  | | M13 | L,M12,results/reproduced_tables/table_5_6_channel_efficiency.md
| | M12 | Deep MLP | 0.4921 | 0.4005 | 0.8139 | deep |  | | M13 | LSTM | 0.4312 | 0.3847 | 0.8920 | deep |  | | M14 | GRU |,M13,results/reproduced_tables/table_5_6_channel_efficiency.md
 |  | | M13 | LSTM | 0.4312 | 0.3847 | 0.8920 | deep |  | | M14 | GRU | 0.4411 | 0.3777 | 0.8561 | deep |  | | M15 | Conv1D,M14,results/reproduced_tables/table_5_6_channel_efficiency.md
p |  | | M14 | GRU | 0.4411 | 0.3777 | 0.8561 | deep |  | | M15 | Conv1D | 0.4455 | 0.3789 | 0.8506 | deep |  | | M16 | Van,M15,results/reproduced_tables/table_5_6_channel_efficiency.md
  | | M15 | Conv1D | 0.4455 | 0.3789 | 0.8506 | deep |  | | M16 | Vanilla Transformer | 0.4068 | 0.3710 | 0.9120 | deep |  ,M16,results/reproduced_tables/table_5_6_channel_efficiency.md
anilla Transformer | 0.4068 | 0.3710 | 0.9120 | deep |  | | M17 | EEG Conformer | 0.4594 | 0.3608 | 0.7854 | deep |  | | M1,M17,results/reproduced_tables/table_5_6_channel_efficiency.md
17 | EEG Conformer | 0.4594 | 0.3608 | 0.7854 | deep |  | | M18 | ChanDrop Transformer | 0.4315 | 0.3977 | 0.9217 | deep | ,M18,results/reproduced_tables/table_5_6_channel_efficiency.md
anDrop Transformer | 0.4315 | 0.3977 | 0.9217 | deep |  | | M19 | DANN | 0.6619 | 0.5904 | 0.8920 | deep |  | | CLISA-EWU |,M19,results/reproduced_tables/table_5_6_channel_efficiency.md
 CLISA-EWU | CLISA | 0.6801 | 0.6199 | 0.9116 | deep |  | | M21 | SimCLR | 0.5745 | 0.6020 | 1.048 | deep |  | | BYOL | BYO,M21,results/reproduced_tables/table_5_6_channel_efficiency.md
 |  | | BYOL | BYOL | 0.6089 | 0.6124 | 1.006 | deep |  | | M23 | PseudoLabel | 0.6574 | 0.6102 | 0.9282 | deep |  | | M24 ,M23,results/reproduced_tables/table_5_6_channel_efficiency.md
 M23 | PseudoLabel | 0.6574 | 0.6102 | 0.9282 | deep |  | | M24 | MixMatch | 0.5350 | 0.3642 | 0.6808 | deep |  | | DANCE T,M24,results/reproduced_tables/table_5_6_channel_efficiency.md
"y 62,primary 6,retention primary,family,paired distillation M01,LDA,0.4047,0.4345,1.074,classical,nan M02,SVM (RBF),0.4763,",M01,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"ired distillation M01,LDA,0.4047,0.4345,1.074,classical,nan M02,SVM (RBF),0.4763,0.352,0.739,classical,nan M03,Random Fores",M02,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"lassical,nan M02,SVM (RBF),0.4763,0.352,0.739,classical,nan M03,Random Forest,0.4648,0.4039,0.869,classical,nan M04,k-NN,0.",M03,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"cal,nan M03,Random Forest,0.4648,0.4039,0.869,classical,nan M04,k-NN,0.3408,0.304,0.892,classical,nan M05,Logistic Regressi",M04,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"869,classical,nan M04,k-NN,0.3408,0.304,0.892,classical,nan M05,Logistic Regression,0.4148,0.4257,1.026,classical,nan M06,N",M05,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"n M05,Logistic Regression,0.4148,0.4257,1.026,classical,nan M06,Naive Bayes,0.3791,0.3759,0.9916,classical,nan M07,Extra Tr",M06,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"ical,nan M06,Naive Bayes,0.3791,0.3759,0.9916,classical,nan M07,Extra Trees,0.4717,0.4076,0.8641,classical,nan M08,Gradient",M07,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"ical,nan M07,Extra Trees,0.4717,0.4076,0.8641,classical,nan M08,Gradient Boosting,0.4765,0.4152,0.8714,classical,nan XGBoos",M08,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"ical,nan XGBoost,XGBoost,0.4791,0.4089,0.8535,classical,nan M10,MLP (sklearn),0.479,0.3978,0.8305,classical,nan M11,Shallow",M10,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"cal,nan M10,MLP (sklearn),0.479,0.3978,0.8305,classical,nan M11,Shallow MLP,0.4961,0.4118,0.8301,deep,nan M12,Deep MLP,0.49",M11,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"classical,nan M11,Shallow MLP,0.4961,0.4118,0.8301,deep,nan M12,Deep MLP,0.4921,0.4005,0.8139,deep,nan M13,LSTM,0.4312,0.38",M12,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
",0.8301,deep,nan M12,Deep MLP,0.4921,0.4005,0.8139,deep,nan M13,LSTM,0.4312,0.3847,0.892,deep,nan M14,GRU,0.4411,0.3777,0.8",M13,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
".4005,0.8139,deep,nan M13,LSTM,0.4312,0.3847,0.892,deep,nan M14,GRU,0.4411,0.3777,0.8561,deep,nan M15,Conv1D,0.4455,0.3789,",M14,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"0.3847,0.892,deep,nan M14,GRU,0.4411,0.3777,0.8561,deep,nan M15,Conv1D,0.4455,0.3789,0.8506,deep,nan M16,Vanilla Transforme",M15,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"77,0.8561,deep,nan M15,Conv1D,0.4455,0.3789,0.8506,deep,nan M16,Vanilla Transformer,0.4068,0.371,0.912,deep,nan M17,EEG Con",M16,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
