model_id,ch,seed,fold,test_sub,acc_a,f1_a,acc_b,f1_b,best_val_f1,elapsed
M14,6ch,1,1,1,0.3645,0.3594,0.3654,0.3602,1.0,35.2
M14,6ch,1,2,2,0.3214,0.2903,0.3268,0.2963,1.0,35.5
M14,6ch,1,3,3,0.2319,0.2222,0.2318,0.219,1.0,33.3
M14,6ch,1,4,4,0.5174,0.5159,0.5179,0.5163,1.0,35.7
M14,6ch,1,5,5,0.3856,0.3476,0.3903,0.3544,1.0,31.2
M14,6ch,1,6,6,0.2451,0.2444,0.2523,0.2511,1.0,30.9
M14,6ch,1,7,7,0.5369,0.5419,0.5368,0.5424,1.0,35.3
M14,6ch,1,8,8,0.3737,0.3478,0.3783,0.352,1.0,38.6
M14,6ch,1,9,9,0.4112,0.393,0.4076,0.3906,1.0,32.8
M14,6ch,1,10,10,0.3892,0.3872,0.3847,0.3825,1.0,36.9
M14,6ch,1,11,11,0.2906,0.2879,0.2938,0.2929,1.0,36.3
M14,6ch,1,12,12,0.2774,0.2736,0.2724,0.2684,1.0,35.8
M14,6ch,1,13,13,0.325,0.3143,0.3324,0.3229,1.0,35.3
M14,6ch,1,14,14,0.4311,0.4238,0.4366,0.4308,1.0,34.8
M14,6ch,1,15,15,0.3729,0.3729,0.3751,0.3756,1.0,35.5
M14,6ch,7,1,1,0.388,0.393,0.3996,0.4046,1.0,33.1
M14,6ch,7,2,2,0.3313,0.3316,0.3352,0.3368,1.0,34.2
M14,6ch,7,3,3,0.2643,0.259,0.266,0.2626,1.0,29.9
M14,6ch,7,4,4,0.42,0.426,0.4177,0.4221,1.0,36.0
M14,6ch,7,5,5,0.3796,0.3409,0.3887,0.3512,1.0,31.6
M14,6ch,7,6,6,0.3134,0.3102,0.3187,0.3155,1.0,33.2
M14,6ch,7,7,7,0.5649,0.5668,0.561,0.5633,1.0,34.5
M14,6ch,7,8,8,0.4463,0.4244,0.4499,0.4292,1.0,34.7
M14,6ch,7,9,9,0.4655,0.4459,0.4624,0.4456,1.0,35.1
M14,6ch,7,10,10,0.408,0.4088,0.404,0.4061,1.0,32.5
M14,6ch,7,11,11,0.3645,0.3601,0.3823,0.3824,1.0,35.1
M14,6ch,7,12,12,0.2958,0.2943,0.2986,0.2971,1.0,34.1
M14,6ch,7,13,13,0.3677,0.3573,0.3666,0.3563,1.0,32.8
M14,6ch,7,14,14,0.4547,0.4579,0.4527,0.4561,1.0,35.4
M14,6ch,7,15,15,0.4012,0.4092,0.4085,0.4163,1.0,35.6
M14,6ch,21,1,1,0.3952,0.3979,0.4056,0.4084,1.0,34.3
M14,6ch,21,2,2,0.3621,0.3316,0.3586,0.3285,1.0,37.7
M14,6ch,21,3,3,0.3106,0.3096,0.3082,0.307,1.0,33.6
M14,6ch,21,4,4,0.4463,0.4485,0.4451,0.4467,1.0,33.2
M14,6ch,21,5,5,0.2914,0.2774,0.2978,0.2845,1.0,35.8
M14,6ch,21,6,6,0.2379,0.2409,0.2439,0.2489,1.0,36.7
M14,6ch,21,7,7,0.493,0.4956,0.497,0.5008,1.0,34.2
M14,6ch,21,8,8,0.4315,0.4137,0.4358,0.4191,1.0,35.9
M14,6ch,21,9,9,0.4575,0.4469,0.4567,0.446,1.0,40.5
M14,6ch,21,10,10,0.3525,0.3528,0.3549,0.3556,1.0,35.2
M14,6ch,21,11,11,0.3166,0.3029,0.3171,0.3051,1.0,36.8
M14,6ch,21,12,12,0.3066,0.3099,0.3091,0.3118,1.0,34.9
M14,6ch,21,13,13,0.3641,0.3537,0.3638,0.3522,1.0,36.0
M14,6ch,21,14,14,0.4351,0.4344,0.4249,0.4238,1.0,32.6
M14,6ch,21,15,15,0.3669,0.372,0.363,0.3695,1.0,35.2
