model_id,ch,seed,fold,test_sub,acc_a,f1_a,acc_b,f1_b,best_val_f1,elapsed
M13,6ch,1,1,1,0.3701,0.3648,0.3783,0.3739,1.0,214.2
M13,6ch,1,2,2,0.3816,0.3819,0.3827,0.3832,1.0,205.6
M13,6ch,1,3,3,0.2946,0.3013,0.2958,0.3026,1.0,138.7
M13,6ch,1,4,4,0.4248,0.4214,0.4197,0.4169,1.0,499.6
M13,6ch,1,5,5,0.3585,0.3417,0.3646,0.3462,1.0,496.3
M13,6ch,1,6,6,0.2986,0.2939,0.2998,0.2947,1.0,20330.7
M13,6ch,1,7,7,0.5046,0.5025,0.503,0.5014,1.0,32.5
M13,6ch,1,8,8,0.4655,0.4261,0.4584,0.421,1.0,32.5
M13,6ch,1,9,9,0.4008,0.3837,0.3968,0.38,1.0,47.3
M13,6ch,1,10,10,0.3956,0.3981,0.3984,0.4008,1.0,49.7
M13,6ch,1,11,11,0.3549,0.349,0.3489,0.3428,1.0,40.8
M13,6ch,1,12,12,0.2954,0.2944,0.3018,0.3001,1.0,38.8
M13,6ch,1,13,13,0.4699,0.4573,0.466,0.4515,1.0,37.6
M13,6ch,1,14,14,0.5158,0.5153,0.5203,0.5199,1.0,42.6
M13,6ch,1,15,15,0.3317,0.3367,0.332,0.3378,1.0,37.9
M13,6ch,7,1,1,0.396,0.3984,0.3932,0.3965,1.0,42.8
M13,6ch,7,2,2,0.3529,0.3298,0.3654,0.3488,1.0,35.9
M13,6ch,7,3,3,0.3637,0.3665,0.3694,0.3743,1.0,39.9
M13,6ch,7,4,4,0.4451,0.4279,0.4463,0.4298,1.0,45.9
M13,6ch,7,5,5,0.3505,0.3173,0.363,0.3304,1.0,41.1
M13,6ch,7,6,6,0.2423,0.2347,0.2447,0.2378,1.0,41.1
M13,6ch,7,7,7,0.5617,0.5586,0.5686,0.565,1.0,45.5
M13,6ch,7,8,8,0.396,0.3704,0.398,0.3719,1.0,52.0
M13,6ch,7,9,9,0.4411,0.4139,0.4402,0.4136,1.0,38.6
M13,6ch,7,10,10,0.392,0.4002,0.3915,0.3996,1.0,49.4
M13,6ch,7,11,11,0.2934,0.2935,0.307,0.308,1.0,42.7
M13,6ch,7,12,12,0.3106,0.2984,0.3087,0.2962,1.0,70.7
M13,6ch,7,13,13,0.392,0.3707,0.3915,0.37,1.0,48.8
M13,6ch,7,14,14,0.4283,0.4285,0.4241,0.4241,1.0,66.5
M13,6ch,7,15,15,0.3812,0.3793,0.3807,0.3787,1.0,75.1
M13,6ch,21,1,1,0.402,0.4082,0.4076,0.4143,1.0,67.7
M13,6ch,21,2,2,0.3397,0.3282,0.3388,0.3278,1.0,58.9
M13,6ch,21,3,3,0.3649,0.3569,0.3622,0.3545,1.0,52.0
M13,6ch,21,4,4,0.4407,0.4451,0.4286,0.4338,1.0,50.5
M13,6ch,21,5,5,0.3749,0.3347,0.3734,0.3346,1.0,57.5
M13,6ch,21,6,6,0.1956,0.1872,0.1932,0.1895,1.0,67.9
M13,6ch,21,7,7,0.4938,0.4948,0.4889,0.4903,1.0,59.9
M13,6ch,21,8,8,0.4124,0.3986,0.4157,0.4022,1.0,59.4
M13,6ch,21,9,9,0.4323,0.4183,0.4233,0.4096,1.0,55.1
M13,6ch,21,10,10,0.38,0.3791,0.3807,0.3797,1.0,63.6
M13,6ch,21,11,11,0.3253,0.3187,0.3247,0.3182,1.0,56.3
M13,6ch,21,12,12,0.3709,0.3723,0.3698,0.3709,1.0,69.8
M13,6ch,21,13,13,0.3645,0.3538,0.3646,0.354,1.0,54.2
M13,6ch,21,14,14,0.4595,0.466,0.46,0.4669,1.0,74.5
M13,6ch,21,15,15,0.315,0.306,0.3199,0.3149,1.0,47.5
