model_id,ch,seed,fold,test_sub,acc_a,f1_a,acc_b,f1_b,best_val_f1,elapsed
M14,62ch,1,1,1,0.3621,0.3604,0.3642,0.3626,1.0,41.9
M14,62ch,1,2,2,0.5892,0.5832,0.6016,0.5999,1.0,49.8
M14,62ch,1,3,3,0.3365,0.2973,0.3368,0.2978,1.0,51.2
M14,62ch,1,4,4,0.4311,0.4414,0.4398,0.4496,1.0,45.7
M14,62ch,1,5,5,0.3549,0.319,0.3606,0.3277,1.0,39.7
M14,62ch,1,6,6,0.4052,0.4109,0.4044,0.4109,1.0,45.2
M14,62ch,1,7,7,0.6918,0.6845,0.6913,0.685,1.0,60.8
M14,62ch,1,8,8,0.4375,0.4386,0.4414,0.4396,1.0,48.4
M14,62ch,1,9,9,0.3533,0.3229,0.3541,0.3242,1.0,54.9
M14,62ch,1,10,10,0.4467,0.451,0.4624,0.4663,1.0,41.0
M14,62ch,1,11,11,0.2443,0.2325,0.2503,0.2394,1.0,41.7
M14,62ch,1,12,12,0.4643,0.4644,0.4648,0.4648,1.0,46.9
M14,62ch,1,13,13,0.4112,0.4184,0.4109,0.4175,1.0,47.1
M14,62ch,1,14,14,0.5102,0.5007,0.5018,0.4908,1.0,51.8
M14,62ch,1,15,15,0.5772,0.5772,0.5811,0.5811,1.0,57.1
M14,62ch,7,1,1,0.3329,0.3286,0.332,0.3279,1.0,49.6
M14,62ch,7,2,2,0.4339,0.4249,0.4499,0.4447,1.0,53.2
M14,62ch,7,3,3,0.4044,0.402,0.4165,0.4154,1.0,51.9
M14,62ch,7,4,4,0.4563,0.4485,0.4511,0.4425,1.0,52.8
M14,62ch,7,5,5,0.3058,0.2559,0.3151,0.269,1.0,38.6
M14,62ch,7,6,6,0.3928,0.3896,0.3879,0.3846,1.0,45.5
M14,62ch,7,7,7,0.7162,0.7088,0.7103,0.7033,1.0,60.4
M14,62ch,7,8,8,0.3988,0.3907,0.396,0.3877,1.0,49.6
M14,62ch,7,9,9,0.3569,0.3259,0.3533,0.3212,1.0,46.5
M14,62ch,7,10,10,0.4579,0.4559,0.4592,0.4566,1.0,47.3
M14,62ch,7,11,11,0.2399,0.2298,0.235,0.2273,1.0,47.1
M14,62ch,7,12,12,0.4307,0.4352,0.4274,0.4333,1.0,43.3
M14,62ch,7,13,13,0.3964,0.4103,0.3988,0.4129,1.0,41.1
M14,62ch,7,14,14,0.4507,0.4458,0.4443,0.4379,1.0,43.5
M14,62ch,7,15,15,0.5561,0.5525,0.5606,0.5573,1.0,48.2
M14,62ch,21,1,1,0.3605,0.3545,0.371,0.3711,1.0,46.1
M14,62ch,21,2,2,0.513,0.5174,0.5127,0.5172,1.0,52.3
M14,62ch,21,3,3,0.3625,0.3441,0.3658,0.3477,1.0,37.3
M14,62ch,21,4,4,0.4874,0.483,0.4909,0.4861,1.0,47.0
M14,62ch,21,5,5,0.386,0.3602,0.3859,0.3597,1.0,31.2
M14,62ch,21,6,6,0.4008,0.4046,0.402,0.406,1.0,44.4
M14,62ch,21,7,7,0.6703,0.6589,0.67,0.6592,1.0,65.7
M14,62ch,21,8,8,0.4731,0.4712,0.4744,0.4727,1.0,49.1
M14,62ch,21,9,9,0.3701,0.3489,0.3759,0.36,1.0,47.6
M14,62ch,21,10,10,0.5094,0.4969,0.507,0.4942,1.0,62.3
M14,62ch,21,11,11,0.3277,0.3069,0.3336,0.3174,1.0,40.5
M14,62ch,21,12,12,0.4052,0.41,0.4072,0.4125,1.0,43.3
M14,62ch,21,13,13,0.4367,0.4396,0.4398,0.4422,1.0,48.2
M14,62ch,21,14,14,0.4802,0.4661,0.4829,0.4695,1.0,44.7
M14,62ch,21,15,15,0.6259,0.6274,0.6294,0.6302,1.0,46.0
